"J1001","J1031","J1046","J1047","J1056","J1075","J1096","J1152","J1222","J1266","J1318","J1345","J1351","J1355","J1366","J1368","J1392","J1398","J1399","J1423","J145","J1458","J1463","J1506","J1529","J1532","J1602","J1618","J1623","J1627","J1631","J1633","J164","J1711","J1726","J1735","J1879","J1893","J1902","J1916","J1917","J1953","J1962","J1965","J1973","J1979","J2025","J2039","J2072","J2077","J2090","J2124","J2126","J2128","J2130","J2141","J2149","J2154","J2168","J2196","J2197","J2263","J2267","J2280","J229","J230","J2331","J2375","J2377","J2382","J2392","J2395","J2446","J2540","J2546","J2563","J2619","J2621","J2652A","J2661","J2710","J2782","J289","J2941","J2942","J295","J2952","J2961","J2969","J2984","J2986","J3019","J3085","J3126","J3295","J3369","J338","J3383","J3462","J3473","J3477","J3490","J3493","J3506","J3508","J3526","J3536","J3537","J3549","J3585","J3586","J3590","J3594","J3610","J3631","J3699","J3702","J3714","J3716","J3718","J3727","J3740","J3753","J3757","J3759","J3777","J3828","J3840","J3842","J3862","J3884","J3896","J3899","J3918","J3926","J3943","J3972","J3987","J4001","J4013","J4039","J4044","J4046","J4048","J4049","J4052","J4056","J4081","J4093","J4095","J41","J4109","J4111","J4112","J4138","J4151","J4161","J4162","J4180","J4189","J42","J4205","J4214","J4226","J4278","J4282","J4304","J4312","J4315","J4337","J4345","J446","J4474","J4513","J4514","J4515","J4521","J4535","J4539","J4557","J4558","J4562","J4566","J4569","J4572","J4573","J4574","J4576","J4580","J4581","J4587","J4591","J4592","J4596","J4601","J4605","J4624","J4630","J4634","J4643","J4644","J4645","J4646","J4648","J4651","J4652","J4658","J4660","J4680","J4686","J4688","J4692","J4713","J4715","J4725","J4727","J4728","J4732","J4733","J4747","J4749","J4752","J4754","J4757","J4758","J4770","J4777","J4778","J4782","J4796","J4797","J4798","J4801","J4802","J4806","J4812","J4814","J4836","J4840","J4848","J4851","J4878","J4912","J4916","J4920","J4922","J4924","J4945B","J4951","J4954","J4957","J4961","J4967","J4976","J4985","J4986","J4998","J4999","J5000","J5001","J5006","J5016","J5018","J5019","J5020","J5021","J5022","J5024","J5025","J5028","J5030","J5032","J5034","J5036","J5039","J5040","J5042","J5043","J5048","J5049","J505","J5051","J5052","J5053","J5056","J5057","J5058","J5061","J5063","J5064","J5068","J5071","J5072","J5074","J5075","J5081","J509","J516","J56","J587","J595","J618","J625","J745","J793","J831","J837","J843","J856","J889","J899","J933","J971","J972","J990"
0,0,0,0,0,0,0.0112359550561798,0.03125,0,0,0,0,0.0152905198776758,0,0,0,0,0.027027027027027,0.02,0.05,0.0075187969924812,0.00558659217877095,0,0,0,0,0,0,0,0.00961538461538462,0.0285714285714286,0,0,0,0,0.00675675675675676,0,0,0,0.00584795321637427,0,0.00636942675159236,0.0151515151515152,0,0.00628930817610063,0,0,0.00943396226415094,0,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0.0140845070422535,0.0072463768115942,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0,0.036697247706422,0.0256410256410256,0,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.00628930817610063,0,0,0.0108695652173913,0,0,0.025,0,0,0.0181818181818182,0.00427350427350427,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0.015748031496063,0,0,0,0.00704225352112676,0,0,0,0,0,0,0,0,0,0.00371747211895911,0.00934579439252336,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0.0171673819742489,0,0,0,0,0,0.00769230769230769,0.0263157894736842,0,0,0,0,0,0,0
0,0,0.00304878048780488,0,0.00537634408602151,0,0,0,0,0,0,0,0,0,0,0.00354609929078014,0,0,0,0,0,0,0,0.0136986301369863,0.00320512820512821,0.0212765957446809,0.0186567164179104,0.00793650793650794,0.010752688172043,0,0,0,0,0,0,0,0,0.0208333333333333,0.00436681222707424,0,0.012987012987013,0,0,0,0,0,0,0,0.00917431192660551,0,0,0,0.0253807106598985,0.0117647058823529,0.00900900900900901,0,0,0,0,0.0227272727272727,0.0112359550561798,0.0105263157894737,0,0,0,0,0,0,0,0,0.00687285223367698,0,0,0,0.0140845070422535,0,0,0,0.0131578947368421,0,0,0,0,0.04296875,0,0,0.0245901639344262,0.0648148148148148,0,0,0,0,0.0194174757281553,0.0431654676258993,0.0542635658914729,0,0,0,0.0142857142857143,0.0119047619047619,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0.0133333333333333,0.212765957446809,0,0,0,0,0,0,0.00925925925925926,0,0,0.0305343511450382,0.0144927536231884,0.069620253164557,0,0,0.016260162601626,0,0,0,0.0194805194805195,0.0256410256410256,0,0,0,0,0.0186915887850467,0,0,0,0.0522875816993464,0.0512820512820513,0,0,0,0,0,0,0,0,0.0740740740740741,0.0363636363636364,0,0.0952380952380952,0,0,0,0,0,0,0,0,0.00900900900900901,0.0150375939849624,0.0119047619047619,0.0248447204968944,0,0,0.0289855072463768,0.00581395348837209,0.00833333333333333,0,0,0,0,0.0133333333333333,0,0,0,0.0125,0,0.0543478260869565,0.03125,0.0245398773006135,0,0.0103092783505155,0.0177514792899408,0,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0,0.0671641791044776,0.0711974110032362,0,0,0,0.0144927536231884,0,0,0,0,0.0135135135135135,0,0.0442477876106195,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0.0591715976331361,0,0.0164835164835165,0.0416666666666667,0,0.0533333333333333,0.00840336134453781,0.0119047619047619,0,0,0,0,0,0.037593984962406,0,0,0,0,0,0.0134228187919463,0.00537634408602151,0,0,0,0,0.0241935483870968,0,0,0,0,0.0379746835443038,0,0.012987012987013,0.0144927536231884,0.027027027027027,0,0.025974025974026,0,0.0136986301369863,0.0229885057471264,0,0.0232558139534884,0,0,0.0266666666666667,0,0.00418410041841004,0.0201342281879195,0.0101010101010101,0.012987012987013,0,0,0,0.0126582278481013,0.0208333333333333,0.0144927536231884,0,0,0,0,0,0.00925925925925926,0,0,0.0144927536231884,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0.0126582278481013,0,0.0481927710843374,0,0,0,0,0.0208333333333333,0,0,0.0510204081632653,0.035,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0.00378787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0.00306748466257669,0,0,0,0,0.03125,0.0222222222222222,0,0,0.0174418604651163,0,0,0,0,0,0,0,0,0.0333333333333333,0.142857142857143,0,0,0.0476190476190476,0,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0.0099009900990099,0,0.0087719298245614,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0.0111111111111111,0,0,0.0075187969924812,0,0.01,0,0.0625,0,0,0,0,0.04,0,0,0.0140845070422535,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0.0169491525423729,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0.024390243902439,0,0,0,0,0,0,0.008,0,0,0,0.0114942528735632,0,0,0,0
0.0227272727272727,0,0,0,0,0,0.00561797752808989,0,0.0120481927710843,0,0,0,0,0,0,0,0,0.0277777777777778,0.0204081632653061,0,0,0.0170454545454545,0.0155038759689922,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0.0833333333333333,0.00680272108843537,0,0,0,0.0178571428571429,0,0,0,0,0.00632911392405063,0,0,0.0192307692307692,0,0.00847457627118644,0,0,0,0,0,0.0416666666666667,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0.04,0,0,0,0,0,0.0275229357798165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0.0408163265306122,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699300699300699,0,0,0,0,0,0,0,0.00352112676056338,0,0.00279329608938547,0,0,0,0,0,0,0,0.00373134328358209,0,0,0,0,0,0,0,0.0179640718562874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0.0158730158730159,0,0,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0.010989010989011,0,0,0,0
0,0,0,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0.0140845070422535,0,0,0.0414507772020725,0.02,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0.0265957446808511,0,0,0.0232558139534884,0,0.0402298850574713,0,0,0.0578512396694215,0,0,0,0,0,0,0,0.0217391304347826,0,0,0.0169491525423729,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0.0634920634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819672131147541,0,0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547945205479452,0,0,0,0,0,0,0,0,0,0,0,0.0230769230769231,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0.0208333333333333,0,0,0.0617283950617284,0,0,0.0222222222222222,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0
0,0,0.0454545454545455,0,0.0201005025125628,0,0,0,0,0,0,0,0,0,0,0.0310344827586207,0,0,0,0,0,0,0,0,0.0313479623824451,0,0.0176056338028169,0.0214285714285714,0.00917431192660551,0,0,0,0,0,0,0,0,0.00617283950617284,0.00819672131147541,0,0,0,0,0,0,0,0,0,0.0327868852459016,0,0,0.0324675324675325,0.013953488372093,0.0099009900990099,0.0285714285714286,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0.0582191780821918,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0.014336917562724,0,0,0.0143884892086331,0.00819672131147541,0,0,0,0,0.0168067226890756,0.0125786163522013,0,0.021978021978022,0,0,0,0.0379008746355685,0,0,0,0,0,0.043956043956044,0,0,0,0,0.0425531914893617,0,0.016304347826087,0.018348623853211,0,0,0,0,0,0,0,0,0.0134228187919463,0,0.00543478260869565,0,0,0.0291970802919708,0,0,0,0.0297619047619048,0,0,0,0,0,0,0,0,0.0806451612903226,0.0473372781065089,0.0145985401459854,0,0,0,0,0,0,0,0,0.00625,0,0,0.0101010101010101,0.01,0,0,0,0,0,0,0,0,0.00666666666666667,0,0.0284090909090909,0,0,0,0.0216216216216216,0.062015503875969,0,0,0,0,0.032258064516129,0,0,0,0,0,0,0.0136986301369863,0.0223463687150838,0,0,0.032967032967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0.0184696569920844,0.00714285714285714,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304568527918782,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0.00869565217391304,0,0,0,0.0116279069767442,0,0.004739336492891,0,0,0,0,0,0,0.0245901639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136363636363636,0
0,0,0,0,0,0,0.0465116279069767,0.018348623853211,0,0,0,0.0628571428571429,0.0501392757660167,0,0,0,0,0,0.0105263157894737,0,0.0654761904761905,0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0.0392156862745098,0,0,0.0210526315789474,0.00714285714285714,0,0,0,0,0.0252525252525253,0,0,0,0,0.0114942528735632,0,0,0.00609756097560976,0,0,0,0,0,0,0,0.021978021978022,0.0120481927710843,0,0,0,0,0,0.0601503759398496,0.0133333333333333,0.00862068965517241,0.0165745856353591,0,0.0486111111111111,0,0,0,0,0,0.0140845070422535,0,0,0,0,0,0,0.0301507537688442,0,0,0,0,0,0.0238095238095238,0,0.0285714285714286,0,0,0,0,0,0.02,0.0117647058823529,0,0,0.00684931506849315,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120481927710843,0,0,0.01,0,0,0,0,0,0,0,0,0.0140845070422535,0,0,0.0657894736842105,0,0.0116279069767442,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0.0199004975124378,0,0,0.0072992700729927,0,0,0,0,0,0.00641025641025641,0.0181818181818182,0.0254237288135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545454545454545,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0.0138888888888889,0.021505376344086,0,0,0,0.0357142857142857,0,0,0.0072463768115942,0.0216049382716049,0,0.0227272727272727,0,0,0.0163934426229508,0.0166666666666667,0.0436893203883495,0,0,0.00318471337579618,0.02,0,0,0,0,0.0140845070422535,0,0,0,0,0.0223463687150838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040590405904059,0,0,0,0,0.0217391304347826,0.0292397660818713,0.037037037037037,0,0,0,0.0283687943262411,0,0,0
0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0.00769230769230769,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904977375565611,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00980392156862745,0,0.0425531914893617,0.0440251572327044,0,0,0,0,0,0,0,0,0.043859649122807,0,0,0,0.0785123966942149,0.0492610837438424,0,0,0,0,0,0,0.0628571428571429,0,0.0099009900990099,0,0,0.0188679245283019,0,0,0,0,0.0811965811965812,0,0,0.0422535211267606,0,0.0758928571428571,0,0.00813008130081301,0.0930232558139535,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0.036697247706422,0,0,0.00934579439252336,0.0275229357798165,0.0634920634920635,0,0,0,0,0.0126050420168067,0,0,0,0,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0,0,0.0338983050847458,0,0.0152671755725191,0,0.0101010101010101,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819672131147541,0.0102040816326531,0,0.0101010101010101,0,0,0,0,0,0,0,0,0.0458015267175573,0,0,0,0.0116959064327485,0.00709219858156028,0.00578034682080925,0,0,0,0,0,0.0211640211640212,0,0.0129032258064516,0.00840336134453781,0,0,0,0,0.055045871559633,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900900900900901,0,0,0.0110192837465565,0,0,0,0,0,0,0,0,0,0.0233236151603499,0,0,0,0,0,0.00934579439252336,0,0.037037037037037,0,0,0,0,0,0,0.00884955752212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0.0326797385620915,0,0,0.0579710144927536,0,0,0.0392156862745098,0,0,0,0.0197368421052632,0.020979020979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040650406504065,0,0,0,0,0,0,0,0.00840336134453781,0,0,0.0807453416149068,0.0111731843575419,0,0,0
0.0235294117647059,0,0,0,0,0.00671140939597315,0.0807017543859649,0.0210526315789474,0,0,0,0.0632411067193676,0.0648148148148148,0.0184049079754601,0,0,0,0,0.0170454545454545,0,0.0396825396825397,0.0065359477124183,0.015625,0,0,0,0,0,0,0.0219298245614035,0.00613496932515337,0,0.0441988950276243,0,0,0.0297397769516729,0.0275229357798165,0,0,0.0135135135135135,0,0.0671641791044776,0,0,0.00699300699300699,0,0.00588235294117647,0.0173160173160173,0,0.0508474576271186,0,0,0,0,0,0.0065359477124183,0.00689655172413793,0,0.0182926829268293,0,0,0,0,0,0.0275229357798165,0.0127388535031847,0.0204081632653061,0.0308880308880309,0,0.04,0,0.00671140939597315,0.0256410256410256,0,0,0,0,0,0,0.0301507537688442,0,0.0126050420168067,0,0,0,0,0,0,0.0119760479041916,0.00684931506849315,0.0268817204301075,0,0,0,0,0,0.0393258426966292,0.0242424242424242,0,0,0,0,0.00558659217877095,0.00641025641025641,0,0,0.00694444444444444,0,0,0,0,0,0,0,0.0122699386503067,0,0,0,0.0182926829268293,0,0,0.0165745856353591,0,0,0,0,0,0,0,0,0,0,0,0.0251046025104603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546448087431694,0,0,0.0285714285714286,0,0,0.0231481481481481,0,0,0.00595238095238095,0,0,0.0256410256410256,0.0341880341880342,0.0251256281407035,0,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0.00636942675159236,0,0,0.0418848167539267,0,0,0,0,0,0,0,0,0,0,0.0566666666666667,0.012987012987013,0.0263157894736842,0,0,0,0.0158102766798419,0,0,0.0230414746543779,0.0324189526184539,0,0.0360934182590234,0,0,0,0.0148514851485149,0.0240549828178694,0,0,0.0153061224489796,0.0350877192982456,0,0,0,0,0,0,0,0.00694444444444444,0,0.0191570881226054,0.00684931506849315,0.0124223602484472,0,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202702702702703,0,0.0703812316715543,0,0,0,0,0.0711462450592885,0.065843621399177,0.0121212121212121,0.00666666666666667,0,0.027906976744186,0.0604651162790698,0,0,0.0129032258064516
0,0,0.0315315315315315,0,0.025974025974026,0,0,0,0,0,0.00505050505050505,0,0,0,0.00505050505050505,0.0351758793969849,0,0,0,0,0,0,0,0.00495049504950495,0.0255220417633411,0.00896860986547085,0.0360824742268041,0.024,0.00904977375565611,0,0,0,0,0,0,0,0,0.037593984962406,0.0345821325648415,0,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0.034375,0.00467289719626168,0.047112462006079,0,0,0,0,0.0193050193050193,0,0.0321543408360129,0,0,0,0,0,0,0,0,0.0119904076738609,0,0,0.04296875,0.005,0,0,0,0.014336917562724,0,0,0,0,0,0,0.00490196078431373,0.175925925925926,0.0286532951289398,0,0,0,0,0.012987012987013,0.0185873605947955,0.0192307692307692,0,0,0,0,0.0399113082039911,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0.0344827586206897,0.00448430493273543,0,0,0,0,0,0.0347826086956522,0,0,0.0153846153846154,0,0.0530035335689046,0,0,0.00793650793650794,0,0,0,0.0177935943060498,0.0145631067961165,0,0,0,0,0.00847457627118644,0,0,0.0164609053497942,0.0469314079422383,0.0285714285714286,0.00505050505050505,0.005,0,0,0,0,0,0,0.0185873605947955,0.00413223140495868,0,0.0574324324324324,0.00469483568075117,0,0,0,0,0,0,0,0.0211864406779661,0.0114942528735632,0.014218009478673,0.0315789473684211,0,0,0,0.0413793103448276,0.0121457489878543,0,0,0,0,0.0285035629453682,0,0,0,0.00478468899521531,0.00985221674876847,0.00892857142857143,0.0275590551181102,0.0313588850174216,0,0.0133928571428571,0.00668896321070234,0,0,0,0,0,0.00497512437810945,0,0,0.00440528634361234,0,0,0,0,0.0586734693877551,0.0407239819004525,0,0,0,0,0,0,0,0,0,0,0.0291666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0.0091324200913242,0.0246406570841889,0.0119521912350598,0,0.00483091787439614,0,0,0,0,0,0,0,0.0190839694656489,0.0050251256281407,0,0,0,0,0.0256410256410256,0.0293159609120521,0,0,0.01,0.00505050505050505,0.0118577075098814,0,0,0,0.0140845070422535,0,0.005,0,0,0.00829875518672199,0,0,0,0.00495049504950495,0.00460829493087558,0,0,0.00483091787439614,0,0.0048780487804878,0,0.00271739130434783,0.0218181818181818,0.0132743362831858,0.00485436893203883,0,0,0,0.00966183574879227,0.0188087774294671,0,0,0,0,0,0,0.00847457627118644,0.00492610837438424,0,0,0.00492610837438424,0,0,0,0,0,0.005,0,0,0,0,0.00480769230769231,0,0.00934579439252336,0,0,0,0,0.00442477876106195,0,0,0.0175438596491228,0.0434782608695652,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00847457627118644,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
